 0.0071181529      6252021.2      2752.6331
   0.0074740604      6553790.4      2777.3775
   0.0078299679      6888433.2      2810.4272
   0.0081858754      7163336.2      2838.3421
   0.0085417829      7355082.3      2852.5152
   0.0088976904      7658675.4      2891.3973
   0.0092535978      8001280.9      2935.7865
   0.0096095053      8273777.7      2970.9802
   0.0099654127        8573127      3011.2713
     0.01032132      8814856.6      3041.4588
    0.010677227      9202146.5      3085.0528
    0.011033135        9480220      3124.5585
    0.011389042        9794611      3169.3793
    0.011744949       10021838      3200.7008
    0.012100857       10377263      3251.7492
    0.012456764       10635833      3287.9399
    0.012812671       10899139      3324.7813
    0.013168579       11138734      3358.3468
    0.013524486       11404801      3395.5816
    0.013880393       11700180      3437.1636
      0.0142363       12040607      3484.6415
    0.014592207       12297938      3520.1727
    0.014948114       12626320      3565.3805
    0.015304021       12892524      3601.6601
    0.015659928       13218605      3645.7121
    0.016015835       13442916      3675.5143
    0.016371742       13736455      3714.5685
    0.016727649       14013054      3750.8508
    0.017083556       14324864      3791.5516
    0.017439463       14494572      3813.0858
     0.01779537       14878562      3862.3562
    0.018151277       15117229      3892.5663
    0.018507183       15338281      3920.1858
     0.01886309       15625860      3956.0356
    0.019218997       15999853      4002.4081
    0.019574904       16223978      4029.8597
     0.01993081       16438861      4055.9959
    0.020286717       16727438      4091.1394
    0.020642623       17010754      4125.4842
     0.02099853       17224817      4151.2876
    0.021354436       20077573       4481.754
    0.021710343       20254509      4501.4448
    0.022066249       24150520       4915.196
    0.022422156       23803080      4879.7018
    0.022778062       23810954      4880.5137
    0.023133968       23905786        4890.21
    0.023489874       24340297      4934.4222
    0.023845781       25446110      5045.2356
    0.024201687       24964270      4997.2568
    0.024557593       25730387      5073.3465
    0.024913499       26370401      5135.9958
    0.025269405       26954817      5192.5981
    0.025625311       26654733      5163.6075
    0.025981217       26899537      5187.2699
    0.026337122       27357737      5231.2372
    0.026693028       28550506      5344.0192
    0.027048934       27958083      5288.3011
     0.02740484       28266065      5317.3547
    0.027760745       28929684      5379.3734
    0.028116651       28985034      5384.5048
    0.028472556       30343544       5509.229
    0.028828462       30075128      5484.7875
    0.029184367       29837998      5463.1575
    0.029540273       30643822      5536.3925
    0.029896178       30643838      5536.3911
    0.030252083       31291518      5594.5836
    0.030607988       30059465      5483.3349
    0.030963894       30849161      5554.9118
    0.031319799       31868116      5645.8841
    0.031675704       32128941      5668.9072
    0.032031609       32571211      5707.7944
    0.032387514       32492274      5700.8662
    0.032743418       33503308      5788.8652
    0.033099323       34443366      5869.4838
    0.033455228       34387932      5864.7838
    0.033811133       33850936      5818.8001
    0.034167037       34111550      5841.1598
    0.034522942       35517675      5960.2879
    0.034878846       34632916      5885.6128
    0.035234751       36054834      6005.1747
    0.035590655       34885696      5907.0455
    0.035946559       36331268      6028.1516
    0.036302463       35651963      5971.5414
    0.036658367       36433905      6036.6669
    0.037014271       36291887      6024.8655
    0.037370175       36726218      6060.8211
    0.037726079       37010666      6084.2275
    0.038081983       36118092      6010.4282
    0.038437887       36678800      6056.9121
    0.038793791       37626722      6134.6555
    0.039149694       36339158      6028.8075
    0.039505598       37081771      6090.0657
    0.039861501       37840113      6152.0035
    0.040217405       38716837      6222.8594
    0.040573308       38306188      6189.7611
    0.040929211       37871703      6154.5713
