0.1	0.32072
0.11	0.35414
0.12	0.36945
0.13	0.39896
0.14	0.42275
0.15	0.45781
0.16	0.49492
0.17	0.52661
0.18	0.54674
0.19	0.58378
0.2	0.61363
0.21	0.63053
0.22	0.65903
0.23	0.7205
0.24	0.72076
0.25	0.74994
0.26	0.7792
0.27	0.80357
0.28	0.82858
0.29	0.85043
0.3	0.87
0.31	0.87784
0.32	0.86989
0.33	0.88425
0.34	0.88216
0.35	0.89381
0.36	0.9268
0.37	0.94673
0.38	0.95705
0.39	0.96897
0.4	0.96915
0.41	1
0.42	0.98552
0.43	0.93823
0.44	0.85494
0.45	0.73835
0.46	0.6058
0.47	0.45287
0.48	0.31542
0.49	0.24034
0.5	0.17987
0.51	0.1481
0.52	0.11303
0.53	0.08892
0.54	0.08284
0.55	0.08375
0.56	0.0777
0.57	0.06178
0.58	0.04649
0.59	0.03979
0.6	0.04143
0.61	0.04437
0.62	0.04201
0.63	0.03458
0.64	0.02581
0.65	0.02218
0.66	0.02295
0.67	0.02599
0.68	0.02609
0.69	0.02226
0.7	0.01749
0.71	0.014
0.72	0.01376
0.73	0.01543
0.74	0.01665
0.75	0.01631
0.76	0.01294
0.77	0.01006
0.78	0.00896
0.79	0.0096
0.8	0.0109
0.81	0.01157
0.82	0.00989
0.83	0.00819
0.84	0.00669
0.85	0.00649
0.86	0.00708
0.87	0.00771
0.88	0.00791
0.89	0.00682
0.9	0.00539
0.91	0.00441
0.92	0.00463
0.93	0.00553
0.94	0.0056
0.95	0.00524
0.96	0.00484
0.97	0.00371
0.98	0.00333
0.99	0.00368
1	0.00384
1.01	0.00404
1.02	0.00407
1.03	0.00326
1.04	0.00285
1.05	0.00237
1.06	0.00264
1.07	0.00308
1.08	0.00313
1.09	0.003
1.1	0.00243
1.11	0.00222
1.12	0.00187
1.13	0.00201
1.14	0.00235
1.15	0.00233
1.16	0.00217
1.17	0.00184
1.18	0.00153
1.19	0.00142
1.2	0.00154
1.21	0.00172
1.22	0.00183
1.23	0.00171
1.24	0.00144
1.25	0.0012
1.26	0.0011
1.27	0.0012
1.28	0.00134
1.29	0.00142
1.3	0.00135
1.31	0.00115
1.32	9.6128E-4
1.33	8.6745E-4
1.34	9.33922E-4
1.35	0.00106
1.36	0.00114
1.37	0.00109
1.38	9.30668E-4
1.39	7.74545E-4
1.4	6.93876E-4
1.41	7.39224E-4
1.42	8.41594E-4
1.43	9.11297E-4
1.44	8.82039E-4
1.45	7.66968E-4
1.46	6.28096E-4
1.47	5.59753E-4
1.48	5.84147E-4
1.49	6.65875E-4
1.5	7.28618E-4
1.51	7.20564E-4
1.52	6.34409E-4
1.53	5.19316E-4
1.54	4.49576E-4
1.55	4.6606E-4
1.56	5.29747E-4
1.57	5.82776E-4
1.58	5.88681E-4
1.59	5.24073E-4
1.6	4.33413E-4
1.61	3.77018E-4
1.62	3.67325E-4
1.63	4.21118E-4
1.64	4.65754E-4
1.65	4.81081E-4
1.66	4.40016E-4
1.67	3.74847E-4
1.68	3.09043E-4
1.69	2.98459E-4
1.7	3.35102E-4
1.71	3.81139E-4
1.72	3.98873E-4
1.73	3.72953E-4
1.74	3.18758E-4
1.75	2.68933E-4
1.76	2.43013E-4
1.77	2.72313E-4
1.78	3.01877E-4
1.79	3.25189E-4
1.8	3.08713E-4
1.81	2.72413E-4
1.82	2.21818E-4
1.83	2.00376E-4
1.84	2.17796E-4
1.85	2.37854E-4
1.86	2.63739E-4
1.87	2.59916E-4
1.88	2.30277E-4
1.89	1.96088E-4
1.9	1.71062E-4
1.91	1.73374E-4
1.92	1.96153E-4
1.93	2.15143E-4
1.94	2.22035E-4
1.95	2.0036E-4
1.96	1.68333E-4
1.97	1.48356E-4
1.98	1.38993E-4
1.99	1.56349E-4
2	1.75875E-4
2.01	1.82362E-4
2.02	1.66318E-4
2.03	1.47817E-4
2.04	1.24816E-4
2.05	1.14146E-4
2.06	1.24177E-4
2.07	1.44498E-4
2.08	1.50312E-4
2.09	1.43618E-4
2.1	1.23764E-4
2.11	1.04514E-4
2.12	1.00358E-4
2.13	1.01125E-4
2.14	1.1362E-4
2.15	1.21838E-4
2.16	1.22747E-4
2.17	1.08713E-4
2.18	9.4072E-5
2.19	8.32597E-5
2.2	8.15266E-5
2.21	9.10778E-5
2.22	1.00283E-4
2.23	1.05552E-4
2.24	9.40344E-5
2.25	7.91092E-5
2.26	7.14387E-5
2.27	6.98101E-5
2.28	7.18358E-5
2.29	8.11348E-5
2.3	8.46871E-5
2.31	8.35763E-5
2.32	6.82245E-5
2.33	5.84371E-5
2.34	5.50566E-5
2.35	6.04681E-5
2.36	6.72291E-5
2.37	7.06204E-5
2.38	6.92467E-5
2.39	6.06935E-5
2.4	5.15071E-5
2.41	4.98222E-5
2.42	5.03615E-5
2.43	5.42893E-5
2.44	6.09457E-5
2.45	5.84962E-5
2.46	5.23388E-5
2.47	4.52612E-5
2.48	3.99543E-5
2.49	4.0947E-5
2.5	4.39787E-5
2.51	4.87732E-5
2.52	4.8749E-5
2.53	4.49902E-5
2.54	3.81085E-5
2.55	3.47602E-5
2.56	3.26836E-5
2.57	3.55704E-5
2.58	3.99382E-5
2.59	3.94553E-5
2.6	3.67241E-5
2.61	3.48192E-5
2.62	3.00811E-5
2.63	2.70708E-5
2.64	2.97001E-5
2.65	2.99255E-5
2.66	3.30109E-5
2.67	3.30726E-5
2.68	2.95365E-5
2.69	2.68567E-5
2.7	2.4257E-5
2.71	2.54544E-5
2.72	2.44013E-5
2.73	2.80877E-5
2.74	2.81762E-5
2.75	2.53425E-5
2.76	2.23505E-5
2.77	2.08547E-5
2.78	2.05169E-5
2.79	2.17176E-5
2.8	2.29179E-5
2.81	2.25187E-5
2.82	2.21195E-5
2.83	1.98148E-5
2.84	1.75102E-5
2.85	1.76387E-5
2.86	1.77675E-5
2.87	1.84696E-5
2.88	1.91717E-5
2.89	1.80567E-5
2.9	1.69419E-5
2.91	1.5744E-5
2.92	1.4546E-5
2.93	1.49992E-5
2.94	1.54521E-5
2.95	1.57789E-5
2.96	1.61059E-5
2.97	1.47872E-5
2.98	1.34688E-5
2.99	1.25899E-5
3	1.1711E-5
3.01	1.22068E-5
3.02	1.27023E-5
3.03	1.29408E-5
3.04	1.31794E-5
3.05	1.18127E-5
3.06	1.0446E-5
3.07	1.04057E-5
3.08	1.03657E-5
3.09	1.08052E-5
3.1	1.12447E-5
3.11	1.0454E-5
3.12	9.66362E-6
3.13	8.94003E-6
3.14	8.21644E-6
3.15	8.63176E-6
3.16	9.04708E-6
3.17	9.25877E-6
3.18	9.47045E-6
3.19	8.44959E-6
3.2	7.42846E-6
3.21	7.24092E-6
3.22	7.05339E-6
3.23	7.34824E-6
3.24	7.64283E-6
3.25	7.4231E-6
3.26	7.20336E-6
3.27	6.5388E-6
3.28	5.87423E-6
3.29	6.09665E-6
3.3	6.31906E-6
3.31	6.34053E-6
3.32	6.36199E-6
3.33	6.15567E-6
3.34	5.94935E-6
3.35	5.44281E-6
3.36	4.93627E-6
3.37	5.08625E-6
3.38	5.2365E-6
3.39	5.16137E-6
3.4	5.08625E-6
3.41	4.7702E-6
3.42	4.45388E-6
3.43	4.30659E-6
3.44	4.15903E-6
3.45	4.28244E-6
3.46	4.40559E-6
3.47	4.19927E-6
3.48	3.99295E-6
3.49	4.00368E-6
3.5	4.01441E-6
3.51	3.84029E-6
3.52	3.6659E-6
3.53	3.91246E-6
3.54	4.15903E-6
3.55	3.91246E-6
3.56	3.6659E-6
3.57	3.2479E-6
3.58	2.82989E-6
3.59	2.99329E-6
3.6	3.15695E-6
3.61	3.22107E-6
3.62	3.28546E-6
3.63	2.92916E-6
3.64	2.57265E-6
3.65	2.59141E-6
3.66	2.61016E-6
3.67	2.70127E-6
3.68	2.79233E-6
3.69	2.54585E-6
3.7	2.29932E-6
3.71	2.24034E-6
3.72	2.1814E-6
3.73	2.1653E-6
3.74	2.14923E-6
3.75	2.12243E-6
3.76	2.09563E-6
3.77	2.00451E-6
3.78	1.9134E-6
3.79	1.6883E-6
3.8	1.4632E-6
3.81	1.67489E-6
3.82	1.8866E-6
3.83	1.80085E-6
3.84	1.7151E-6
3.85	1.59719E-6
3.86	1.47927E-6
3.87	1.5302E-6
3.88	1.58112E-6
3.89	1.55432E-6
3.9	1.52751E-6
3.91	1.46589E-6
3.92	1.40423E-6
3.93	1.38279E-6
3.94	1.36136E-6
3.95	1.29705E-6
3.96	1.23274E-6
3.97	1.34797E-6
